text,topic,topic_int
"After a striking first episode, “Legion” slows down and goes deep into David’s mind.",Culture,3
"The musical “La La Land” won a record seven awards, “Moonlight” won for best picture, drama, and Meryl Streep forcefully criticized Donald J. Trump.",Culture,3
"New research suggests a strong link between genes, dietary fat and prostate cancer.",Science,2
"This bio-play about the married artists Jackson Pollock and Lee Krasner is a surreal sparring match, steeped in alcohol and dripping with paint.",Culture,3
"Believe It or Not, a FIFA Plan That Could Benefit the Game",Sports,0
"How Natasha Singer, a tech reporter at The Times, uses tech when she chronicles the industry’s effect on education, privacy and our health.",Business,1
Having an ulcer is like being a contestant on a twisted game show called “What to Eat?”,Science,2
"A new study projects that slightly more than two-thirds of the species could be threatened, as they swim farther and farther to find food.",Science,2
"In this spry and winning show, a Canadian playwright links the story of her great-grandparents to the refugee crisis of the present.",Culture,3
The telecommunications giant canceled a deal to sell the Mate 10 after U.S. lawmakers expressed misgivings about what they said were Huawei’s ties to the Chinese government.,Business,1
"Phillip Howze’s play, at the Bushwick Starr in Brooklyn, is an absurdist take on the cultural imperialism of tourists visiting a developing country.",Culture,3
Reno is among several Western cities experiencing congestion and new tensions as California residents and businesses seek more affordable locations.,Business,1
Most people will draw a man. Researchers investigate the consequences. ,Science,2
"Colorectal cancers are on the rise in younger people, but doctors and patients often remain unaware of the risk.",Science,2
"At Hall’s Doorstep, but Toting Baggage",Sports,0
"In this reimagined version of Shakespeare’s tragedy, the Prince of Denmark becomes the Prince of Persia.",Culture,3
"As Congress acts to roll back regulations limiting access to consumer data, several states are considering laws that could have a wide impact.",Business,1
Adding dextrose to an intravenous saline solution reduced labor time by 76 minutes.,Science,2
‘The Assassination of Gianni Versace’ Episode 6: A Nothing Man,Culture,3
"Halfway through this season of “American Crime Story,” the motivations of the serial killer Andrew Cunanan remain opaque.",Culture,3
"“None of us in this world are irreplaceable,’’ the head of a Las Vegas marketing firm said. “But that kind of raw imagination is pretty rare.”",Business,1
This magician’s “In & Of Itself” is a solo show about how we see ourselves and how others see us.,Culture,3
U.S. Suit Says Loan Collector Duped Students,Business,1
"New “videomicroscopes” offer astounding images, helping surgeons perform and collaborate on delicate brain and spine operations.",Science,2
Good News: A.I. Is Cheaper. That’s Also Bad News.,Business,1
"Yes, Quinn showed some bad judgment tonight. He shouldn’t have thrown a TV reporter down the stairs, or let a hostage situation develop. But so what?",Culture,3
"New federal regulations strengthen protections, but do not establish staffing requirements.",Science,2
Doctors Make Gains on an ‘Urgent Threat’,Science,2
"Getty Sr. finds himself uncharacteristically shaken, his business sense having seemingly misled him. The consequences appear very, very dire.",Culture,3
"Younger players who watched Woods push the limits, and endure years of pain, marvel at his latest comeback and aim for a balance between golf and life.",Sports,0
Personal Touch Proves a Winning One,Sports,0
U.S. and China Battle for Edge In Technology,Business,1
"Pass the Pupcorn, Please",Culture,3
‘Westworld’ Season 2 Premiere: Truth and Consequences,Culture,3
Resting Stars Dims N.B.A.’s Marquee,Sports,0
"Chess, With Back Stories",Culture,3
"‘The Americans’ Season 6, Episode 2 Recap: Our People",Culture,3
The network realized it was leaving some viewers behind — and put into effect a plan that brought back a working-class sitcom.,Business,1
"Mr. Weston, inspired by the success of the Barbie doll, introduced a line of rugged heroes. Hundreds of millions of the action figures have been sold.",Business,1
"Waves of Asian, African and Latino newcomers have filled jobs at pork, egg and turkey plants where wages have fallen and work has grown more grueling.",Business,1
"The airline said the man was one of four who had been selected to be bumped from the flight. When he refused to leave, security officers pulled him out of the cabin.",Business,1
‘Care Chasm’ Forces Women to Forgo Jobs,Business,1
"Tonight, someone actually said, “Get a load of this!” With lines like that, I sometimes felt like I was stuck in a new Steven Seagal film.",Culture,3
Facebook Issue Laid Bare: Man’s Chest vs. Woman’s Back,Business,1
"In his first public statements concerning a scandal involving Cambridge Analytica, Mark Zuckerberg said “there’s more to do, and we need to step up and do it.”",Business,1
"N.H.L. players have participated in every Olympics since 1998, but owners do not want to shut down the league for a few weeks to cater to the Games in Pyeongchang, South Korea.",Sports,0
"Nicholas Casey, Andes bureau chief for The Times, discussed the benefits of technology in many South American countries — and why Google Maps isn’t the best tool there.",Business,1
I’m Good: Pot Start-Ups Pass Up the Joint,Business,1
"Lindsey Ferrentino’s ambitious but ungainly drama, at Playwrights Horizons, assesses the effect of a school shooting on one uncomprehending survivor.",Culture,3
"Damnation on the Line, Satan and Freud Take the Stand",Culture,3
"Liberals Tune In to TV Again, in Search of Communal Solace",Business,1
"‘Billions’ Season 3, Episode 2 Recap: That Feeling in Your Stomach",Culture,3
"Saved Patients, Furious Families",Science,2
"In Joshua Harmon’s new comedy, all it takes to turn a liberal into a martyr is a deferment from Yale.",Culture,3
Actively cultivating positive emotions may boost the immune system and counter depression.,Science,2
It’s Time for a Lot Less iPhone,Business,1
"The O.J. Simpson Interview on Fox: Gripping, Gross or Both?",Culture,3
Patients taking chondroitin did as well as those on a nonsteroidal anti-inflammatory drug.,Science,2
"Mike Myers brought back his Dr. Evil character from “Austin Powers.” He said that he was going to be the “secretary of evil,” but Steve Bannon took the job.",Culture,3
Cohn’s Departure Widens Policy Rift Between Party and President,Business,1
"On questions about brain injuries and career-threatening knee injuries, the league is hobbling sideways in its attempt to justify a dangerous game.",Sports,0
Many Americans are financially connected to the firearms industry through retirement plans or index funds that own stocks in gun companies.,Business,1
"For over half a century, Mr. Rickles made outrageously derisive comments about people’s looks, their ethnicity or anything else he could think of.",Culture,3
How a Candy Heir Ruined Teeth,Sports,0
We invite members of the gymnastics community to a conversation about the future of the sport and what changes they expect in the wake of the Nassar trial.,Sports,0
"Satellite images and a drone discovered about 1.5 million Adélie penguins living in the Danger Islands, one of two species whose habitats require ice.",Science,2
"Colbert said the White House seemed unconcerned about domestic abuse, and called accusations against a top aide “horrible” and “sickening.”",Culture,3
Bodies Remodeled for a Life at Sea,Science,2
The conflict over access to emerging technologies has become painfully clear with the attempt at a hostile takeover of the American chip maker Qualcomm.,Business,1
The Shortest Workout Possible,Science,2
Mary Tyler Moore Dies at 80; Incarnated the Modern Woman on TV,Culture,3
The Cleveland Orchestra Refuses to Make Noise,Culture,3
Eat: Trans Fat Bans Help Hearts,Science,2
"Looking to Tune In to Catch Women’s Tennis? For Now, Better Get Creative",Sports,0
"With a strong second-half defensive effort, North Carolina claimed the sixth national title in its program’s history a year after a heartbreaking loss.",Sports,0
"Roundworm eggs, shed by stray dogs, can be ingested by children playing outside. The worm’s larvae have been found in the brain, experts say, perhaps impairing development.",Science,2
"Her death came 10 days after a “Modern Love” column in The Times about her illness titled, “You May Want to Marry My Husband.”",Culture,3
"Marching Orders: Sure Penguins Are Great Dads, but There Are Some Gray Areas",Science,2
‘The Assassination of Gianni Versace’ Episode 2: The Great Creator,Culture,3
The One Fight This Referee Won’t Stop,Sports,0
"As the Xolos draw soccer fans from across the border, their stadium’s parking lot has become the site of Mexico’s biggest tailgate party.",Sports,0
This week’s episode took place almost entirely on a vast ocean of garbage — an appropriate symbol in many respects.,Culture,3
Little Chance for Sun As Italy Slogs to Polls,Business,1
Kuwaiti Sheikh Resigns From FIFA Post Amid a Bribery Investigation,Sports,0
Digital Money Pushes Into India,Business,1
"Saves Bring Paydays, but Their Value Is Subject to Debate",Sports,0
"After Stand on Gays, New Name Urged for Margaret Court Arena",Sports,0
An Underdog at a Crossroads Feels at Home With Puerto Rico,Sports,0
"The host of “The Daily Show” faulted President Trump for naming Dr. Ronny Jackson, the White House physician, as secretary of veterans affairs.",Culture,3
Labor Abroad May Suffer as U.S. Turns Inward,Business,1
"Argentines now make up the second-largest demographic in M.L.S., trailing only Americans.",Sports,0
"What are the actor representing Jamaica and the vacuum salesman representing Ghana doing at the Winter Games? Testing their limits, like everyone else.",Sports,0
Silicon Valley Toured the Heartland and Fell in Love,Business,1
Do Nike’s New Shoes Provide an Unfair Edge?,Sports,0
"For Russia’s Winners, a Greek Hymn",Sports,0
Corticosteroid injections were no more effective than a placebo in relieving pain or stiffness or improving the ability to walk.,Science,2
Against All Odds,Science,2
"A brewing trade war between China and the United States sent markets reeling across Asia on Friday, and Europe looked ready to follow suit.",Business,1
Will the Cavaliers and Warriors meet in the finals for the third year in a row? Who will win the superstar battle between Russell Westbrook and James Harden?,Sports,0
Woods’s latest misstep offered him a chance at deliverance by admitting to himself that all is not right in his life and to go about fixing it.,Sports,0
"It may not be typical theater, but this immersive show is pulse-pounding and intensely affecting.",Culture,3
Steep Tariffs Threaten Growth of Solar Industry,Business,1
"As a stock market plunge that began in the United States spread globally, the wild swings underscored how the American economy retains defining influence across the globe.",Business,1
"As Loyola-Chicago (with Sister Jean) and Villanova make the Final Four in San Antonio, here is a look at the deep connection between Catholic colleges and basketball.",Sports,0
"A political neophyte discovers the ethical nightmare of governance — lobbyists and donors and super PACs, oh my! — in Sarah Burgess’s new play.",Culture,3
Feral Bully Unleashes  Comic Storm,Culture,3
"The position of the No. 1 host in cable news grew more tenuous as support from the Murdoch family showed signs of eroding, according to people briefed on discussions about his future.",Business,1
"In Gina Gionfriddo’s new play, a college graduate working off a catastrophic debt and a working-class single mother both aim to become upwardly mobile.",Culture,3
They have garnered more attention than most athletes competing at the Winter Games. “Goodbye!” they called out to an empty arena before boarding buses back to their condos.,Sports,0
"‘The Good Fight’ Season 1, Episode 3: Who Voted for Trump?",Culture,3
"For the first time since the global economic downturn, there is a wave of expansion that is creating jobs, lifting fortunes and tempering fears of popular discontent.",Business,1
Judge Galvanizes Victims by Letting All Speak,Sports,0
"The lack of an arena-circuit headliner at this year’s festival, the 32nd, just helped level the playing field for the performers who still flock to Austin, Tex.",Culture,3
Meyers and other hosts had fun speculating about how actual fisticuffs between the tough-talking political septuagenarians would play out.,Culture,3
Air France Says Flying Needn’t Be So Miserable,Business,1
"Fittingly, a Frank Finale for ‘Girls’",Culture,3
Cancer: A Downside of False Positives,Science,2
"‘The Affair’ Season 3, Episode 6: Noah Goes Home",Culture,3
The Clinical Trial Is Open. The Elderly Need Not Apply.,Science,2
The villain V.M. Varga is smart with his money. The Stussy Brothers? Maybe not so much.,Culture,3
"Only a few of our books featured minorities as main characters, and only one was a black girl like my daughter.",Science,2
"Scientists used a variety of tools originally developed for medicine, manufacturing and geology to discover hidden details in the artist’s paintings and sculptures.",Science,2
"After several weather delays, Shiffrin finally began her quest for multiple Olympic gold medals with an emphatic victory in the giant slalom.",Sports,0
"Despite improvements, Italy’s economy remains moribund for millions of working people — a source of contempt about approaching national elections.",Business,1
"U.S. stocks have ended their worst week since February 2016, as investors worried about rising interest rates after a long market boom.",Business,1
Too Much Blame to Go Around,Culture,3
Paratroopers and stuntmen share their advice: Be like a toddler.,Science,2
"By measuring cortisol levels in hair, scientists confirmed a link between long-term stress and obesity.",Science,2
"By playing in different eras, the outspoken James and the follow-the-rules Jordan are like apples and oranges.",Sports,0
BlackRock is merging many actively managed mutual funds with peers that rely more on algorithms and models to pick stocks.,Business,1
Body: Infection Risk Rises in Summer,Science,2
"The series, which returns from its winter break on Sunday, began its seventh season with a double murder that turned the stomachs of even longtime fans.",Culture,3
O’Reilly Thrives as Settlements Add Up,Business,1
Jury Finds Cosby Guilty In a Sexual Assault Case Seen as a Turning Point,Culture,3
"When Politics  Roils Market, Tuning Out May Pay Off",Business,1
"Patients recover equally well and may experience fewer complications with outpatient rehabilitation, studies show.",Science,2
U.S. Wooed Alcohol Industry for a Drinking Study,Science,2
"Long-term use of the medications is surging in the United States, according to an analysis by The Times. One reason: withdrawal symptoms that make it difficult to stop.",Science,2
This London import shows the director and writer of “Three Billboards” still utterly at home in the (dark) shadows of the stage.,Culture,3
"This superstar soprano has been retiring her signature roles one by one, and however her career evolves, she should be proud of this magnificent performance at the Met.",Culture,3
"Electric pulses to the brain help subjects store memory, scientists have found. But the road to perfecting recall remains daunting.",Science,2
"Want to protect against surveillance through your iPhones, Android devices, Wi-Fi routers and Samsung televisions? Update, update, update.",Business,1
"‘Atlanta’ Season 2, Episode 9: Al Is Ready for a Change",Culture,3
The C.D.C. Wants to Get People Prepared for Nuclear War,Science,2
"Food stamps are supposed to help improve nutrition for the poor, but a study shows that, just like everyone else, food stamp users buy soda and junk food.",Science,2
"Democracy, It Turns Out, Suits the Warriors Just Fine",Sports,0
"Bring on James Brown, Justin Bieber, Moby, and maybe some Mozart. New rules allow skaters flexibility to rock the Winter Olympics.",Sports,0
Officials were investigating the motivation behind a woman’s attack at the suburban California headquarters.,Business,1
The representatives of United Airlines and the White House both found themselves grappling with the increasingly common ritual: the public apology.,Business,1
"Even the smallest changes in a team’s crest can cause rifts with fans, which often multiply when shared on social media.",Sports,0
"A provision in a Senate bill aimed at easing Dodd-Frank’s restrictions on smaller banks could pave the way for rollbacks for big banks, critics say.",Business,1
"Contrary to what Roseanne told Dan, maybe we’re not all caught up, says network sitcom writer Kelvin Yu.",Culture,3
"Two long-married couples take a walk on the wild side in Sarah Ruhl’s comedy of lust, friendship and animal sacrifice.",Culture,3
Sound Barriers: The Shape of Your Ears Affects What You Hear,Science,2
An Opioid Survivor Goes After Drug Makers,Culture,3
John Moore remains the cat with nine lives. Not so for everyone in this tense and brutal episode.,Culture,3
A Suicide Therapist’s Secret Past,Science,2
"Cate Blanchett stars in this Sydney Theater Company production of a Chekhov work, which features an eruption of runaway hedonism at a birthday party.",Culture,3
"Former whiz kids who made their fortunes in the technology industry are now settling down, seemingly more attuned to the power they wield.",Business,1
"No team inspires loathing like the Blue Devils. But in a season of what passes for disappointment at Duke, even haters could show some compassion. Maybe.",Sports,0
"In 1982, the Norwegian cross-country skier Oddvar Bra collided with a skier from the Soviet Union. Somehow, a national myth was born.",Sports,0
Jimmy Kimmel Skewers Trump Over Tensions With Chief of Staff,Culture,3
"New regulations, which corporate interests delayed for almost a decade, require explicit labeling and limit the marketing of sugary foods to children.",Science,2
"As Facebook Loses Luster, Tech Stocks Await Fallout",Business,1
A Puppet Musical Is Silly but Serious,Culture,3
Pruitt’s E.P.A. Is Boon to Oil and Gas,Business,1
The removal of an online tool for importing tax data into a financial aid form has highlighted the enormous need for reforming the way we pay for college.,Business,1
"Barely Famous, and Rightly, Till Now",Culture,3
This is the third black-hole smashup that astronomers have detected since they started keeping watch on the cosmos back in September 2015.,Science,2
Brexit Imperils Fortunes of the Planet’s Banker,Business,1
This acknowledgment is also an invitation for readers to share the experiences that produced their hardest-won wisdom.,Business,1
"For Early Alzheimer’s, Try Exercise",Science,2
The major credit card networks are ending a requirement that people sign for most card transactions — the latest blow to the signature.,Business,1
"Global warming is causing spring to arrive early and autumn to come late in many places, and not all species are adapting at the same rate.",Science,2
"Lactalis, a giant dairy products company, has had to recall more than 7,000 tons of products contaminated with salmonella. It did not alert regulators to past problems.",Business,1
A look at Andrew Cunanan’s childhood reveals that the apple didn’t fall far from the tree.,Culture,3
"The Facebook chief executive has vowed to clean up the social network, but his company has failed to stop even those impersonating him from swindling people.",Business,1
"Ahmed Saadawi’s novel, set in U.S.-occupied Iraq, is an ingenious updating of Mary Shelley’s classic.",Culture,3
"A leaked memo drafted by Jeb Hensarling, chairman of the Financial Services Committee, lays out plans to neuter the Consumer Financial Protection Bureau.",Business,1
"Kate Hamill and Eric Tucker, the team behind 2014’s “Sense and Sensibility,” are back with a breathless “Vanity Fair” adaptation at the Pearl Theater.",Culture,3
This week’s episode challenged Gabriel more than ever before.,Culture,3
Eat: Risks of a Gluten-Free Diet,Science,2
This episode feels like a rote collage of imagery culled from countless other depictions of dystopias.,Culture,3
A Baby or Your Money Back,Business,1
A Producer on His Role:  He Supplied ‘the Dough’,Business,1
"One reason for the evictions, legal advocates say, is that the residents’ better-paying Medicare coverage is ending and will be replaced by Medicaid.",Business,1
"In “Blue Dreams,” the psychologist Lauren Slater explores the intersection of personality and chemistry by way of her own history with antidepressants.",Culture,3
Employees in the tech industry have an unusual power: They can make their companies act more responsibly. All they have to do is speak up.,Business,1
"Jacob Zuma’s ouster as president is raising hopes of better fortunes for the nation’s moribund economy, but it will not happen easily.",Business,1
"FIFA will be accused of trying to fix something that isn’t broken, and the details may prove tricky, but every confederation will benefit by expansion in some way.",Sports,0
Paige is looking more like Elizabeth lately. Whether that’s a good thing remains to be seen.,Culture,3
The company’s successful start could revive a moribund market for new stocks and may draw out other private tech giants.,Business,1
"Where Others Fear to Tread, Bank Imposes Gun Measures",Business,1
"Despite the Fading of Star Players, the Spurs’ Future Remains Bright",Sports,0
"In “Why Liberalism Failed,” Patrick J. Deneen argues that mere tinkering will not address profound discontent with the political establishment.",Culture,3
"There’s been a year’s worth of headlines in just a week. It’s been exasperating for some, exhausting for many.",Business,1
"Tuneful Misfires, Snoozers And Hits",Culture,3
"A Russian may lose his bronze medal after failing a doping test in a sport not accustomed to such high-profile cases, but one that is physically demanding.",Sports,0
Big Pharma Buys Clout In Advocacy Over Opioids  ,Business,1
It can help to offer support instead of silence.,Science,2
Uber Tallies the Costs of Its Leader’s Drive to Win at Any Price,Business,1
"Despite the national tumult over immigration spilling over, Commissioner Roger Goodell said, “I’m singularly focused on the Super Bowl right now.”",Sports,0
Gymnastics Is Too Slow to Confront Sex Abuse,Sports,0
The return of a founding partner makes members of the firm question what they’ve come to represent.,Culture,3
"‘Fargo’ Season 3, Episode 5: ‘Once Upon a Time ...’",Culture,3
"Drinking sugary beverages is associated with markers of accelerated aging and early signs of Alzheimer’s disease, a new study reports.",Science,2
"Oklahoma City’s Westbrook, a mercurial superstar, said his relationship with the basketball on the court is no joke as he and the Thunder prepare for Game 2 against the Houston Rockets.",Sports,0
"After Obtaining Real Personal Data, A Political Firm Explores Virtual Currency",Business,1
White House Sees Hope for Agreement on Nafta,Business,1
Body: Diabetes Testing at the Dentist,Science,2
Success Takes Toll On Russian Skaters,Sports,0
"When many of the best American players, especially pitchers, stay with their major league teams rather than play in the tournament, it sends a powerful message to fans.",Sports,0
Eat: Red Meat Tied to Diverticulitis,Science,2
"As fiber intake increased, the prevalence of knee osteoarthritis decreased, a new analysis found.",Science,2
"Taking drugs like Pepcid, Tagamet, Prilosec and Nexium during pregnancy may increase the risk of asthma in offspring.",Science,2
Linking Diet and Prostate Cancer,Science,2
"A new study in Panama finds some types of frogs are returning, after being decimated by a deadly fungus that has vanquished amphibians around the world.",Science,2
Stephen Colbert Doesn’t Think Trump Would Have ‘Run’ Into Florida School,Culture,3
The unemployment rate for black workers hit its lowest point on record recently. But even a strong labor market has limits in spreading opportunity widely.,Business,1
No Relief as Media Obsesses on Trump,Business,1
Do Hand Sanitizers Really Cut Down on Illness?,Science,2
"Slam-Dunk Success, Even Without Stars",Sports,0
A Runaway Universe,Science,2
Hotels Make Battle Plans as Airbnb Poses Threat,Business,1
"Hospitals control C. diff by meticulous hand-washing and cleaning, but limiting the use of antibiotics may be even more effective.",Science,2
"Monaco’s Future Glows, If It Can Stay Together",Sports,0
"The move closes a fraught chapter in the country’s economic history, but Iceland faces new challenges as growth rebounds — some say too quickly for its own good.",Business,1
"‘The Affair’ Season 3, Episode 9: The Truth About Gunther",Culture,3
"Threats, Pleas and a Golf Great: Nations’ Tactics for Tariff Relief",Business,1
"‘Here and Now’ Season 1, Episode 3: High Anxiety",Culture,3
"The End of a Quest, Not of an Era",Sports,0
The show now seems ready to get on with the business of making the superhuman into the superhero.,Culture,3
Older adults who started sleeping more than nine hours a night were at more than double the risk of developing dementia 10 years later.,Science,2
"Mirror, Mirror in Denial",Culture,3
"Using a tool that Facebook offers its users, our columnist found out more than he wanted to know about the social network, the ad industry and himself.",Business,1
You Only Turn 40 One Time,Culture,3
"The move, pushed by the group’s president as a chance to increase fan engagement, is expected to bring an additional $1 billion every four years.",Sports,0
Death Is His Living,Culture,3
"Beneath the myriad twists and the surreal aesthetic flourishes, the story of “Legion” is actually quite simple.",Culture,3
Drawn From the Pages of His Life,Culture,3
"Absorbing Bumps, With Hopes of Another Collision",Sports,0
Pressure for Something Different at the Fed,Business,1
"Laurence Fink, the chief executive of BlackRock, the $6 trillion investment firm, plans to tell C.E.O.s in a letter that businesses must serve a social purpose.",Business,1
Sudden Glare on Hermit Kingdom’s Cheer Squad,Sports,0
"Mr. Shkreli, notorious for sharply increasing drug prices and for his attention-seeking antics online, was convicted last year of defrauding investors.",Business,1
Land Mines in the Battlefields of Home and Office,Culture,3
"For reasons of history and culture, Polish climbers are among the world’s most audacious. This winter, a group will attempt K2, the world’s most dangerous mountain.",Sports,0
What’s So Great About ‘The Greatest Showman’?,Culture,3
"A fourth straight monthly sales decline, at a rate exceeding forecasts, put a dent in automakers’ shares. “The market is tapped out,” a dealer said.",Business,1
This epic musical about an amnesiac princess suffers from its own identity crisis.,Culture,3
"The company said the employee, who was fired, acted alone and that the restaurants would be reimbursed for the fraudulent no-shows.",Business,1
"In the crowds and on the field, there’s plenty of flair in the W.B.C. At M.L.B. games, by contrast, the atmosphere has a manufactured feel.",Sports,0
"For Assange, a 10-Year Vision of Toppling Power Is a Reality",Business,1
People who drank one to six artificially sweetened drinks a week had a higher risk of stroke or dementia.,Science,2
"For Korea Inc., an Olympics Made Awkward by Scandal",Business,1
"Killings, death threats and “wanted” posters are used to intimidate advocates fighting the spread of tobacco to poor and middle-income nations.",Science,2
"For Norway, Waxing and Whining",Sports,0
Harper’s Writer Undergoes Trial by Twitter Over Article,Business,1
Yankees’ Wins Do Not Extend To Ticket Sales,Sports,0
"In an unplanned segment, the “Late Show” host tackled the breaking news that the North Korean leader had invited President Trump to meet.",Culture,3
"The trade-off we make for free online content, social sharing and convenience is the willful relinquishing of our privacy. It’s part of the deal.",Business,1
"Coverage of an abuse of an obscure law by the New York Police Department, Russian power and the Philippines drew some of the top awards.",Business,1
"From New York University to Berkeley, Bitcoin has set off a dash to understand the technology and economic risks of virtual currency.",Business,1
Nagasu Could Have Faded. She Decided to Fly.,Sports,0
"On Wednesday, Earth will cast its shadow over the second full moon of January, making it turn red in a lunar eclipse. Here’s when and where you can see it.",Science,2
"For more than a week, Judge Rosemarie Aquilina has cleared her docket to let more than 100 young athletes make statements about Dr. Nassar, accused of sexually abusing them.",Sports,0
"Unemployment Falls, but Feeble Job Growth Tempers Optimism",Business,1
Seeking a Cross-Border Conference,Sports,0
Scientists are racing to understand why immunotherapy drugs have worked for a few cancer patients when the medicines should have had no effect.,Science,2
A New Look At Asterisks  For Artwork,Culture,3
"Why, exactly, do the writers torture this character so much? His character? His cruelty? His impulsiveness? Enough!",Culture,3
Bringing a Personal Touch to Plus-Size Fashion,Business,1
About $13 million has been paid out over the years to address complaints from women about Mr. O’Reilly’s behavior. He denies the claims have merit.,Business,1
"Ancient footprints left by long-necked sauropods offer a snapshot of the mid-Jurassic period, which has yielded relatively few fossil remains.",Science,2
"Marte, an All-Star outfielder, started serving an 80-game punishment for steroid use the same week that Familia, a closer, is due back from 15-game domestic violence penalty.",Sports,0
Tesla in Need Of Recharge After a Series Of Setbacks,Business,1
Tumultuous Week on Wall Street Finishes With a Small Rebound,Business,1
States Seek to Step In on Privacy for Web,Business,1
"Iceland Leaves Crash Behind, but Fears Another",Business,1
"‘Here and Now’ Season 1, Episode 7: Harsh Realms",Culture,3
Fast fashion giants like H&M and Zara are hiring diversity managers and using screening technologies to catch offensive designs before shoppers do.,Business,1
Able to Handle Any Kind of Pressure,Sports,0
"Wall Street, roiled this week by the most turbulence in years, broke from a brief respite on Thursday, entering a market correction.",Business,1
Russian Agents Charged in Hack of Yahoo Data,Business,1
The Games’ Awkward Guest,Sports,0
"Derek Jeter, the team’s longtime captain, will get a plaque in the Bronx and have his No. 2 retired on Sunday.",Sports,0
Will Snap’s Value Disappear? Investors Focus on the Positive,Business,1
Scare Easily? You’re in the Wrong Place,Culture,3
‘How Long Can We Last?’ Trump’s Steel Tariffs Hit Home,Business,1
Filling Out Your Bracket? 10 Myths to Discard,Sports,0
Lucas Hedges stars in this highly physical production about two dog-owning brothers who are short on social skills and living in a squalid suburban London apartment.,Culture,3
"Ford Changed Leaders, Looking for a Lift. It’s Still Looking.",Business,1
"Picture Perfect: Testing New Camera, Amateur Astronomer Captures Star’s Death",Science,2
"Durant left the Thunder last season as a free agent, and his former teammate Westbrook didn’t take it well. With both on the Western Conference All-Star team, their reunion has been frosty.",Sports,0
Dieting: Yo-Yo Diets and Heart Risk,Science,2
"A Revival, Raw and Radical",Culture,3
"A Stock Windfall for Titans, A Debacle for Everyone Else",Business,1
Good News (And Bad) At Walmart  ,Business,1
Seth Meyers on Trump vs. Biden: ‘Can You Imagine That Fight?’,Culture,3
"After a decades-long project to undercut the mainstream news media, some right-leaning organizations are pushing back, our media columnist writes.",Business,1
Sunday’s episode took us back inside the Sanctuary to track the ongoing evolution of Dwight and Eugene.,Culture,3
"Despite the national tumult over immigration spilling over, Commissioner Roger Goodell said, “I’m singularly focused on the Super Bowl right now.”",Sports,0
"Set in a women’s prison, this production is the third and last installment of the director Phyllida Lloyd’s series of Shakespeare plays for Donmar Warehouse.",Culture,3
China Moves To Open Itself To Carmakers From Abroad,Business,1
"Title Is a Surprise, but Not to Clemson",Sports,0
"Nicholas Britell, the film’s composer, whose score is up for an Oscar, explains his treatments of the music using the style of a Houston D.J.",Culture,3
Snap Loses $2.2 Billion In 2 Months Since I.P.O.,Business,1
"Last year, Blackstone announced a $40 billion infrastructure fund with a huge commitment from the Saudis. It hasn’t come together as planned.",Business,1
Carvey’s impression on “The Late Show” was reminiscent of his take on the first President George Bush — but quite a bit more ludicrous.,Culture,3
Montreal’s Not-So-Secret Chord,Culture,3
"Watching the herd from above offered a more complete view of the animals’ varying behaviors, and could suggest insights into other migratory species.",Science,2
Two Towering Figures Form an Unlikely Bond,Culture,3
"Brooks Barnes, who covers Hollywood for The New York Times, discussed how the tsunami of technology has forced the entertainment industry to change.",Business,1
"Even if you thought you’d had enough of card-hopping, you might consider grabbing one of those eye-popping sign-up bonuses.",Business,1
"Waging a Sweeping War on Obesity, Chile Slays Tony the Tiger",Science,2
"‘Billions’ Season 2, Episode 3: It’s All Poker",Culture,3
"Scott Gottlieb, a partner at a venture capital fund, has longstanding ties to the drug and biotech industries.",Science,2
Undoing and replacing the Affordable Care Act means bridging a vast gulf between the expectations of many working-class Trump voters and party orthodoxy.,Science,2
The final episode of season 3 finds Noah and Juliette in the city of light.,Culture,3
The Benefits of Avoiding Trans Fats,Science,2
A ‘Dying Breed’ Taking More Than Its Loud Voices With It,Business,1
"By forcing companies to publicly air salary discrepancies between men and women, Britain hopes to narrow the pay gap.",Business,1
"The European Central Bank made a subtle but important change in a statement, taking a step toward exiting crisis mode in its monetary policy.",Business,1
Fans seeking matches in the opening days of the season have been confounded by changes in the WTA tour’s streaming and television platforms.,Sports,0
Election Left Partisan Divide Over Economy,Business,1
"In six months as manager, Conte has transformed the club, which will be playing for a record 14th consecutive Premier League victory on Wednesday.",Sports,0
White Apologizes for Dismissing Harassment Allegations as ‘Gossip’,Sports,0
Toronto is the only city outside the United States on Amazon’s list. Its mayor credited Canada’s open approach to immigration and strong support for education.,Business,1
"With his starters often faltering early, Manager Terry Collins is turning to a relief corps that seems increasingly overused.",Sports,0
"“Trump brags about firing people the same way a toddler brags about using the bathroom alone for the first time,” Fallon said.",Culture,3
"Mr. Scaramucci, the voluble former White House communications director, is a co-executive producer of HBO’s “Paterno.” It started with an acquaintance made on an Oliver Stone film.",Business,1
"Companies free of competitive pressures, with the power to set prices largely at will, pad the bottom line at the expense of customers and workers.",Business,1
Idealism Runs Into Political Reality,Culture,3
"Warmer oceans can bleach sea anemones, not just coral. The clown fish that rely on these stinging animals for shelter become very stressed out, scientists report.",Science,2
The Silent Partner,Culture,3
"More than a year after his death, the poet, novelist and singer-songwriter is experiencing a cultural resurgence in the city of his birth.",Culture,3
The fines against the bank settle investigations into its lending practices. They are the biggest bank penalties imposed under the Trump administration.,Business,1
"Many Americans Try Retirement, Then Change Their Minds",Science,2
